200022228|2000000018010
200022228|200022228
900001711|2000000023885
900001711|900001711
900001705|2000000023717
900001705|900001705
900001706|2000000023786
900001706|900001706
900001703|2000000023663
900001703|900001703
900001708|2000000023823
900001708|900001708
900001707|2000000023809
900001707|900001707
900001709|2000000023847
900001709|900001709
900008704|2000000023861
900008704|900008704
900001704|2000000023694
900001704|900001704
210000120|210000120
1086830|4902508166119
1086830|1086830
0600185|7290004018306
0600185|0600185
210000109|210000109
1086844|8992771013087
1086844|1086844
06000|06000
1086929|4902508102605
1086929|1086929
06026|8992771001145
06026|06026
0601441|8992771009394
0601441|0601441
06027|8992771001152
06027|06027
070000317|070000317
070000316|070000316
070000303|070000303
070000306|070000306
070000287|070000287
070000284|070000284
070000301|070000301
070000299|070000299
070000298|070000298
070000322|070000322
070000294|070000294
070000318|070000318
070000310|070000310
070000309|070000309
070000308|070000308
070000312|070000312
0601721|0601721
070000285|070000285
070000291|070000291
070000323|070000323
070000302|070000302
070000300|070000300
070000295|070000295
070000293|070000293
0615996|0615996
0615996|8993586522375
070000292|070000292
0601025|0601025
0601025|8993586521408
070000314|070000314
070000319|070000319
070000329|070000329
070000331|070000331
070000290|070000290
070000307|070000307
070000286|070000286
070000315|070000315
070000320|070000320
070000288|070000288
070000304|070000304
070000289|070000289
070000305|070000305
0601562|0601562
0601562|8993586521897
070000326|070000326
070000313|070000313
070000297|070000297
070000327|070000327
070000321|070000321
070000296|070000296
062344|062344
062344|8993586100092
061325|061325
064503|064503
0601024|8993586521422
0601024|0601024
0605507|0605507
0605507|8993586521675
064732|064732
064732|8993586519955
210000029|210000029
210000066|210000066
210000037|210000037
210000023|210000023
210000078|210000078
210000100|210000100
210000107|210000107
210000092|210000092
210000016|210000016
210000015|210000015
210000006|210000006
210000082|210000082
210000093|210000093
210000063|210000063
210000065|210000065
210000032|210000032
210000097|210000097
210000091|210000091
210000090|210000090
210000072|210000072
210000118|210000118
210000136|210000136
210000071|210000071
1086800|210000028
1086801|210000027
1086800|1086800
1086804|210000139
1086803|210000084
1086801|1086801
1086804|1086804
1086803|1086803
2106163|2106163
210000008|210000008
210000113|210000113
210000133|210000133
210000055|210000055
210000121|210000121
1086813|210000112
1086813|1086813
210000049|210000049
2106203|2106203
